img_id,label,max,min,red_mean,green_mean,blue_mean,red_std,green_std,blue_std,red_q01,green_q01,blue_q01,red_q09,green_q09,blue_q09
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/103B7_CRC-Prim-HE-02_026.tif_Row_1_Col_451.tif,TUMOR,250,3,114.82608888888889,62.011066666666665,93.5484,29.910579685918155,33.22942487508467,37.88396570371156,81.0,29.0,52.0,150.0,97.0,140.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/103F_CRC-Prim-HE-02_025.tif_Row_1_Col_301.tif,TUMOR,238,4,102.48982222222222,48.979733333333336,79.38084444444445,22.811658490331276,22.132932484723625,28.609463503420848,75.0,25.0,47.0,132.0,78.0,119.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/103F_CRC-Prim-HE-10_013.tif_Row_151_Col_1.tif,TUMOR,255,3,113.24293333333334,81.8972888888889,148.04386666666667,57.38619583388025,65.74922108017488,56.022354150860416,58.0,25.0,77.0,218.0,209.0,232.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/10437_CRC-Prim-HE-02_028.tif_Row_151_Col_451.tif,TUMOR,255,9,143.14053333333334,100.22782222222222,130.34897777777778,49.91383047417274,66.05448262467051,61.43145767673393,90.0,38.0,62.0,233.0,229.0,238.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/104D5_CRC-Prim-HE-09_024.tif_Row_451_Col_151.tif,TUMOR,255,4,120.94013333333334,72.53831111111111,119.50262222222223,39.18137786675905,46.528341650043956,47.046791292305244,78.0,28.0,61.0,181.0,144.0,189.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1055E_CRC-Prim-HE-01_027.tif_Row_151_Col_301.tif,TUMOR,255,0,85.47564444444444,58.60724444444445,103.55435555555556,67.2547943448088,77.4818901333036,68.44118595087645,37.0,10.0,46.0,223.0,223.0,231.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/105C1_CRC-Prim-HE-07_022.tif_Row_151_Col_1.tif,TUMOR,255,0,94.82373333333334,60.64902222222222,124.18537777777777,52.1074381239379,57.265079267284776,58.5964503245295,42.0,12.0,50.0,184.0,161.0,213.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1067D_CRC-Prim-HE-07_007.tif_Row_1_Col_151.tif,TUMOR,255,0,99.20271111111111,66.67151111111112,121.28888888888889,63.570671936260716,75.40708930380539,63.41115086734291,48.0,14.0,60.0,226.0,226.0,240.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1084A_CRC-Prim-HE-01_040.tif_Row_301_Col_1.tif,TUMOR,255,0,75.14791111111111,43.19208888888889,102.5604,48.274792019494186,53.117480609524534,55.8871119773901,38.0,10.0,49.0,147.0,113.0,196.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1085B_CRC-Prim-HE-02_034.tif_Row_1_Col_301.tif,TUMOR,255,8,126.65946666666666,77.07986666666666,111.1999111111111,40.35283210966874,51.945413862203125,49.34570691664287,86.0,33.0,60.0,196.0,165.0,197.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/108A5_CRC-Prim-HE-09_011.tif_Row_1_Col_301.tif,TUMOR,253,1,138.24693333333335,97.74497777777778,135.53324444444445,54.71990092518648,68.70598443366859,60.36779499521822,73.0,24.0,57.90000000000009,223.0,214.0,225.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/108B3_CRC-Prim-HE-05_013.tif_Row_1_Col_151.tif,TUMOR,255,6,127.39888888888889,77.48688888888888,129.65244444444446,33.80462885610153,40.19007126267345,43.91717159257129,86.0,33.0,70.0,169.0,124.10000000000218,183.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/10982_CRC-Prim-HE-02_009b.tif_Row_1_Col_1.tif,TUMOR,253,10,120.42893333333333,66.60751111111111,99.04644444444445,26.45705733565679,29.32253811253396,32.87627342057939,89.0,35.0,61.0,154.0,103.0,141.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/109F7_CRC-Prim-HE-01_044.tif_Row_301_Col_1.tif,TUMOR,255,0,73.9952,41.279155555555555,98.86004444444444,47.7461023338147,54.35559119720805,50.93319209402397,43.0,12.0,55.0,131.0,93.0,184.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/10A26_CRC-Prim-HE-07_025.tif_Row_1801_Col_301.tif,TUMOR,255,0,75.13,38.43524444444444,101.94777777777777,33.97264569555238,32.860245925335846,47.34430090723748,40.0,11.0,47.0,122.0,80.0,171.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/10A79_CRC-Prim-HE-04_032.tif_Row_301_Col_1.tif,TUMOR,255,0,76.44115555555555,35.62417777777778,85.12693333333333,29.50481022172941,29.29985972457067,39.84016816028714,47.0,12.0,43.0,110.0,64.0,138.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/10B61_CRC-Prim-HE-09_022.tif_Row_301_Col_1.tif,TUMOR,255,9,134.80702222222223,90.12471111111111,159.70466666666667,25.34998758753935,28.817527120851093,33.94793563352434,104.0,53.0,113.0,166.0,126.0,196.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/10B79_CRC-Prim-HE-05_013.tif_Row_1_Col_301.tif,TUMOR,255,7,129.59742222222224,82.17226666666667,133.27311111111112,40.06659315050865,50.958913425708914,47.046863979664,86.0,34.0,72.0,192.0,161.0,203.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/10D60_CRC-Prim-HE-02_004.tif_Row_1_Col_151.tif,TUMOR,255,8,114.93084444444445,65.84155555555556,98.33933333333333,40.98079571591016,50.4812529099468,51.18404273469082,76.0,25.0,50.0,180.0,146.0,183.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/10DD1_CRC-Prim-HE-01_015.tif_Row_151_Col_301.tif,TUMOR,255,0,62.5468,31.977422222222224,88.63408888888888,42.13841410273225,45.454587119937436,50.24013289694965,35.0,8.0,45.0,101.0,61.0,160.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/10E21_CRC-Prim-HE-07_022.tif_Row_751_Col_301.tif,TUMOR,255,0,93.39506666666666,56.857644444444446,128.14017777777778,43.43367932960112,49.39715018102733,46.53843232774357,54.0,19.0,73.0,158.0,125.0,199.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/10FC7_CRC-Prim-HE-10_021.tif_Row_1_Col_151.tif,TUMOR,255,0,93.39982222222223,54.51577777777778,122.60688888888889,40.3502659769777,45.65848267245292,45.90479322937973,58.0,20.0,69.0,151.0,113.0,190.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/10FCE_CRC-Prim-HE-02_003b.tif_Row_151_Col_601.tif,TUMOR,255,0,136.27124444444445,103.37173333333334,126.15231111111112,69.5447512501943,87.9459179325311,79.62809304086936,62.0,20.0,42.0,232.0,230.0,236.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11039_CRC-Prim-HE-07_025.tif_Row_1051_Col_451.tif,TUMOR,255,0,73.96417777777778,38.58293333333334,102.24706666666667,35.54657734878044,33.72177552093678,47.114113741189904,37.0,10.0,47.0,122.0,80.0,168.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1109D_CRC-Prim-HE-01_042.tif_Row_1_Col_451.tif,TUMOR,255,0,69.71888888888888,40.17413333333333,98.77333333333333,46.62028217285393,50.41525507471739,53.54743857345284,37.0,11.0,48.0,131.0,93.0,184.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/110C7_CRC-Prim-HE-08_007.tif_Row_1201_Col_301.tif,TUMOR,255,2,86.58337777777778,37.706266666666664,99.57155555555556,18.26358439115472,17.42792614219417,30.881585880085876,65.0,19.0,62.0,108.0,57.0,140.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/110C_CRC-Prim-HE-05_008.tif_Row_1_Col_151.tif,TUMOR,255,0,93.97546666666666,44.6376,90.66506666666666,30.5213720804146,31.275635522737176,36.39551983564257,60.0,16.0,48.0,129.0,76.0,134.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11114_CRC-Prim-HE-02_026.tif_Row_1_Col_1.tif,TUMOR,255,7,116.54724444444444,65.40715555555556,91.1532888888889,33.258179798630266,36.605859305098534,40.03122576002239,80.0,29.0,49.0,162.0,114.0,147.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11147_CRC-Prim-HE-09_011.tif_Row_301_Col_1.tif,TUMOR,255,0,118.47493333333334,73.8488888888889,115.14675555555556,49.56813531220308,58.812003393949226,56.07207005795974,65.0,19.0,49.0,202.0,177.0,205.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/111E_CRC-Prim-HE-03_028.tif_Row_601_Col_151.tif,TUMOR,255,0,117.7611111111111,81.58591111111112,141.9584,56.83731519666815,68.01134968479514,60.89880825777932,59.0,20.0,62.0,224.0,217.0,235.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11239_CRC-Prim-HE-07.tif_Row_1_Col_901.tif,TUMOR,255,0,80.73084444444444,45.41235555555556,102.08986666666667,47.627569977415405,51.45028070980749,54.38765803198806,38.0,9.0,43.0,159.0,124.0,194.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1125_CRC-Prim-HE-09_024.tif_Row_301_Col_151.tif,TUMOR,255,5,121.17106666666666,73.48431111111111,120.20866666666667,41.34451062012654,50.47763133279796,48.88083801336572,78.0,28.0,62.0,188.0,155.0,195.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/112D9_CRC-Prim-HE-05_005.tif_Row_301_Col_151.tif,TUMOR,255,0,97.25262222222223,49.07822222222222,94.6928,35.3899521806143,40.38367455015512,41.538927731092386,62.0,17.0,49.0,136.0,86.0,145.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/112FE_CRC-Prim-HE-02_007.tif_Row_151_Col_151.tif,TUMOR,255,7,118.85017777777777,76.15782222222222,102.58466666666666,57.31415336131169,73.41320274031446,66.70093243059716,71.0,23.0,47.0,231.0,227.0,234.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1130E_CRC-Prim-HE-01_044.tif_Row_151_Col_1.tif,TUMOR,255,0,81.12924444444444,48.76266666666667,106.24857777777778,52.83848015189751,59.29604095459394,56.085017490111866,40.0,12.0,51.0,177.0,147.0,213.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11321_CRC-Prim-HE-05_013.tif_Row_301_Col_1.tif,TUMOR,255,4,114.20213333333334,62.40826666666667,109.28164444444444,32.02776760361405,34.23727641192658,41.62925372014001,77.0,26.0,58.0,157.0,107.0,164.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1145B_CRC-Prim-HE-02_007b.tif_Row_151_Col_151.tif,TUMOR,255,14,136.40995555555557,87.64631111111112,114.20364444444445,40.1870872406418,52.82789639483302,49.955707893717786,95.0,41.0,63.0,204.0,178.0,199.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/114EC_CRC-Prim-HE-07_025.tif_Row_751_Col_601.tif,TUMOR,255,0,77.44844444444445,39.9796,103.11044444444444,36.274383490009036,37.124093186920035,46.447980243401055,42.0,10.0,48.0,123.0,81.0,167.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11512_CRC-Prim-HE-02_014.tif_Row_301_Col_1.tif,TUMOR,255,1,132.33857777777777,83.17342222222223,120.46315555555556,36.442945797804654,43.14044418794103,45.48251652177548,90.0,37.0,64.0,182.0,142.0,183.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/115C0_CRC-Prim-HE-10_006.tif_Row_451_Col_1.tif,TUMOR,255,0,96.15604444444445,57.55435555555555,118.99097777777777,46.22861698027617,52.10689548020229,54.08961501002608,51.0,15.0,54.0,169.0,138.0,208.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/115E_CRC-Prim-HE-05_017.tif_Row_151_Col_151.tif,TUMOR,255,1,108.51097777777778,57.38444444444445,99.0288,35.12673833641631,39.09166012537804,43.309631126780204,71.0,22.0,52.0,157.0,108.0,160.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11893_CRC-Prim-HE-07_025.tif_Row_1501_Col_451.tif,TUMOR,255,0,90.7564888888889,54.96337777777778,118.79848888888888,48.24492733386465,53.90278484798707,54.31654396984983,46.0,14.0,56.0,170.0,138.0,207.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1198B_CRC-Prim-HE-06_008.tif_Row_151_Col_301.tif,TUMOR,251,1,94.40586666666667,44.60644444444444,92.51146666666666,26.231858175889833,25.777659634786772,34.29903921012631,64.0,18.0,52.0,129.0,78.0,139.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1198_CRC-Prim-HE-07.tif_Row_301_Col_901.tif,TUMOR,255,0,67.93573333333333,32.09493333333333,88.54084444444445,33.60033403960951,33.00345653439545,43.56471021567575,38.0,9.0,44.0,110.0,66.0,150.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/119D1_CRC-Prim-HE-05_005.tif_Row_151_Col_1.tif,TUMOR,251,0,91.97804444444445,41.97977777777778,88.58764444444445,28.0016500735667,28.58034895898377,34.79571503961394,62.0,16.0,49.0,126.0,73.0,132.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11A69_CRC-Prim-HE-04_034.tif_Row_1_Col_901.tif,TUMOR,255,0,117.98306666666667,84.146,134.57133333333334,59.74883524607125,75.084879788737,63.15400031668663,59.0,19.0,58.0,222.0,221.0,231.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11ADE_CRC-Prim-HE-06_025.tif_Row_151_Col_151.tif,TUMOR,190,0,83.54355555555556,33.82631111111111,76.3368888888889,16.643464270204102,14.515177074469552,20.433071648375744,65.0,19.0,53.0,105.0,52.0,104.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11B32_CRC-Prim-HE-07.tif_Row_1_Col_301.tif,TUMOR,255,0,81.03555555555556,50.227377777777775,102.15897777777778,56.88458785824578,64.54709589311516,60.518051792278015,35.0,9.0,42.0,207.0,195.0,226.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11BD1_CRC-Prim-HE-02_025.tif_Row_1_Col_751.tif,TUMOR,255,6,109.87826666666666,57.690977777777775,89.68817777777778,29.382860894216872,32.74475318004018,36.823892156701746,78.0,27.0,51.0,145.0,92.0,136.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11C22_CRC-Prim-HE-07.tif_Row_451_Col_1.tif,TUMOR,255,0,69.90115555555556,32.53564444444444,91.67777777777778,29.996844404374343,27.919198025059206,41.671729766454284,40.0,10.0,46.0,109.0,66.0,150.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11C29_CRC-Prim-HE-07_023.tif_Row_301_Col_1.tif,TUMOR,235,0,74.15248888888888,35.2232,97.3924,26.54420699355224,24.01889912325991,34.53866142963712,45.0,13.0,54.0,107.0,63.0,142.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11C74_CRC-Prim-HE-09_012.tif_Row_1_Col_151.tif,TUMOR,250,0,108.2076,56.726,101.21568888888889,30.19773744313411,33.249804537437605,37.62047566703981,74.0,24.0,56.0,148.0,99.0,152.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11D58_CRC-Prim-HE-09_011.tif_Row_151_Col_151.tif,TUMOR,255,2,121.37577777777778,76.8283111111111,116.82253333333334,50.656326049561706,63.482299813350565,56.50989151392498,70.0,22.0,55.0,220.0,208.0,222.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11D67_CRC-Prim-HE-07.tif_Row_601_Col_601.tif,TUMOR,255,0,95.12657777777778,67.8167111111111,119.9,68.13201809117965,76.06599126682988,72.41814781760817,34.0,9.0,41.0,221.0,219.0,234.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11DD4_CRC-Prim-HE-09_026.tif_Row_1_Col_1.tif,TUMOR,255,4,122.65662222222223,74.07902222222222,113.72293333333333,42.69857612160898,52.63203565995355,48.165379344458756,80.0,28.0,59.0,202.0,175.0,198.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11EEF_CRC-Prim-HE-08_001.tif_Row_151_Col_451.tif,TUMOR,251,0,86.73515555555555,39.63137777777778,94.5684,29.55425052487263,30.345138103923006,38.34715097770184,57.0,15.0,53.0,126.0,76.0,148.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11F76_CRC-Prim-HE-02_009b.tif_Row_1_Col_151.tif,TUMOR,255,8,126.18431111111111,76.60906666666666,107.90213333333334,37.64761090948669,44.91506025594803,46.00757352996933,84.0,33.0,57.0,181.0,143.0,175.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/11F99_CRC-Prim-HE-07_025.tif_Row_301_Col_1.tif,TUMOR,255,0,71.59351111111111,35.25697777777778,93.1836,35.053130627423435,35.0006223147776,46.27566701525402,39.0,9.0,43.0,120.0,78.0,161.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1203A_CRC-Prim-HE-02_013.tif_Row_151_Col_1.tif,TUMOR,242,5,110.11622222222222,56.49417777777778,87.66537777777778,24.887813241637282,25.052453627706665,31.49202624248376,80.0,28.0,50.0,143.0,89.0,131.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1209_CRC-Prim-HE-02_003b.tif_Row_1_Col_1.tif,TUMOR,255,3,113.66542222222222,71.51471111111111,102.80364444444444,53.70314921388091,64.15384361244345,63.58610767251122,60.0,19.0,41.0,214.0,197.0,220.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/120A_CRC-Prim-HE-05_005.tif_Row_1_Col_151.tif,TUMOR,248,0,101.95471111111111,52.66973333333333,101.57862222222222,34.32079437737876,38.67150130028261,40.95631923418957,66.0,19.0,55.0,148.0,102.0,154.10000000000218
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1212_CRC-Prim-HE-03_005.tif_Row_301_Col_1.tif,TUMOR,255,1,102.73733333333334,61.254933333333334,121.54106666666667,43.96544281339356,50.63545867929109,50.193191682803636,61.0,21.0,64.0,167.0,130.0,200.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/12236_CRC-Prim-HE-04_029.tif_Row_301_Col_451.tif,TUMOR,255,0,96.99013333333333,56.589644444444446,110.0168,40.33076014359246,45.40644701515704,47.13252505181539,57.0,20.0,57.0,152.0,113.0,177.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/122EE_CRC-Prim-HE-09_025.tif_Row_1_Col_151.tif,TUMOR,255,6,109.37595555555555,57.53684444444445,104.34911111111111,25.772877036791535,27.012040488933927,34.811749441960885,78.0,27.0,59.0,141.0,90.0,148.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1243F_CRC-Prim-HE-05_007.tif_Row_1_Col_1.tif,TUMOR,255,0,96.55502222222222,46.50964444444445,90.7179111111111,30.451925596832787,32.802898860487176,36.85745911651311,64.0,18.0,48.0,130.0,77.0,133.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/12476_CRC-Prim-HE-02_028.tif_Row_301_Col_301.tif,TUMOR,255,10,129.37964444444444,79.45173333333334,110.52706666666667,37.370379879231244,46.103851168325725,47.13623494906193,89.0,36.0,59.0,177.0,134.0,174.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1259_CRC-Prim-HE-08_007.tif_Row_601_Col_301.tif,TUMOR,255,0,86.87546666666667,37.52075555555555,91.98724444444444,22.040664496536376,21.53740860008271,30.082200967907628,64.0,18.0,58.0,111.0,59.0,127.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/1266D_CRC-Prim-HE-04_009.tif_Row_1_Col_1.tif,TUMOR,246,2,81.80093333333333,36.571244444444446,88.36155555555555,19.694831110274286,17.571778883141594,31.09320593567086,59.0,18.0,52.0,107.0,59.0,133.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/12685_CRC-Prim-HE-07_022.tif_Row_1201_Col_151.tif,TUMOR,255,0,78.8208,41.05831111111111,102.97555555555556,35.158365191168414,36.0928367751962,43.43432567582454,44.0,13.0,52.0,124.0,81.0,163.0
/Volumes/Yuchen_Drive/Colorectal_histology_mnist/Kather_texture_2016_image_tiles_5000/01_TUMOR/126A_CRC-Prim-HE-04_033.tif_Row_451_Col_151.tif,TUMOR,255,0,85.93288888888888,49.46617777777778,93.4679111111111,51.4789211068087,60.090332467521826,55.0085552262645,45.0,12.0,43.0,188.0,163.10000000000218,203.0
